,SalDoc_InternalNo,SalDocItem_ArtInternalNo
3914,5853397,40999
3915,5853397,52845
3916,5853397,34631
3917,5853397,268091
3918,5853397,282791
3919,5853397,253346
3920,5853397,51909
3921,5853399,48471
3922,5853399,51125
3923,5853399,31450
3924,5853399,37998
3925,5853399,37985
3926,5853399,36897
3927,5853399,36892
3928,5853399,2338
3929,5853399,252421
3930,5853399,305433
3931,5853399,46684
3932,5853400,2338
3933,5853400,87199
3934,5853400,40882
3935,5853405,40982
3936,5853405,117836
3937,5853405,1077
3938,5853405,31388
3939,5853405,38004
3940,5853405,74728
3941,5853405,27798
3942,5853405,261309
3943,5853409,37422
3944,5853409,37416
3945,5853409,74931
3946,5853409,37383
3947,5853409,31395
3948,5853409,52555
3949,5853409,34617
3950,5853409,34149
3951,5853409,34150
3952,5853409,273537
3953,5853409,53014
3954,5853409,309254
3955,5853409,257970
3956,5853409,27780
3957,5853409,43725
3958,5853409,74906
3959,5853409,2332
3960,5853414,47113
3961,5853414,287817
3962,5853414,278751
3963,5853414,90093
3964,5853414,304434
3965,5853418,46454
3966,5853418,79785
3967,5853418,266343
3968,5853418,280532
3969,5853418,280542
3970,5853418,51949
3971,5853418,31445
3972,5853418,266347
3973,5853418,266337
3974,5853418,87183
3975,5853418,87264
3976,5853418,75207
3977,5853418,261309
3978,5853418,87038
3979,5853418,52465
3980,5853418,52790
3981,5853421,51631
3982,5853421,34562
3983,5853423,30128
3984,5853423,92911
3985,5853423,30241
3986,5853423,181585
3987,5853425,278767
3988,5853425,46690
3989,5853425,37422
3990,5853426,48925
3991,5853426,34150
3992,5853426,34146
3993,5853426,34149
3994,5853426,34152
3995,5853426,37422
3996,5853426,56544
3997,5853426,84521
3998,5853426,37068
3999,5853426,40352
4000,5853426,40351
4001,5853426,40355
4002,5853426,40351
4003,5853426,31448
4004,5853426,31445
4005,5853426,31450
4006,5853426,258539
4007,5853426,262039
4008,5853426,266353
4009,5853426,266343
4010,5853426,79964
4011,5853426,79966
4012,5853426,30983
4013,5853426,282800
4014,5853428,283140
4015,5853428,30661
4016,5853429,309206
4017,5853429,52460
4018,5853429,51909
4019,5853429,11065
4020,5853429,286816
4021,5853431,182418
4022,5853431,1077
4023,5853431,31451
4024,5853431,48574
4025,5853439,275612
4026,5853439,30088
4027,5853439,30095
4028,5853439,30087
4029,5853439,30092
4030,5853439,30100
4031,5853439,31450
4032,5853439,50923
4033,5853439,103376
4034,5853439,47806
4035,5853439,36818
4036,5853439,245620
4037,5853439,35114
4038,5853439,41812
4039,5853439,97491
4040,5853439,266398
4041,5853439,1231
4042,5853439,264979
4043,5853443,43169
4044,5853443,47877
4045,5853443,266402
4046,5853443,30095
4047,5853443,34651
4048,5853443,36799
4049,5853443,36798
4050,5853446,50419
4051,5853446,259095
4052,5853446,266319
4053,5853446,259015
4054,5853446,49839
4055,5853446,48677
4056,5853449,30089
4057,5853449,30088
4058,5853449,30094
4059,5853449,30092
4060,5853449,32305
4061,5853449,40800
4062,5853456,269237
4063,5853456,48529
4064,5853456,74940
4065,5853456,34150
4066,5853456,34148
4067,5853456,30116
4068,5853456,30115
4069,5853456,28205
4070,5853457,51250
4071,5853457,51909
4072,5853457,48374
4073,5853457,27779
4074,5853457,306748
4075,5853457,34147
4076,5853457,40367
4077,5853459,34638
4078,5853459,34655
4079,5853459,47469
4080,5853459,30151
4081,5853459,37287
4082,5853459,37515
4083,5853459,207371
4084,5853459,34651
4085,5853465,252327
4086,5853465,253841
4087,5853465,153972
4088,5853465,253843
4089,5853465,80394
4090,5853465,304711
4091,5853465,258025
4092,5853465,52790
4093,5853467,309374
4094,5853467,33188
4095,5853467,33196
4096,5853467,33197
4097,5853467,275603
4098,5853467,276285
4099,5853467,51038
4100,5853467,51507
4101,5853467,266398
4102,5853467,49353
4103,5853467,275792
4104,5853467,285175
4105,5853468,266446
4106,5853468,309155
4107,5853469,48081
4108,5853469,48080
4109,5853469,48082
4110,5853469,48079
4111,5853469,264758
4112,5853469,259525
4113,5853469,50012
4114,5853469,37456
4115,5853469,261309
4116,5853469,259524
4117,5853469,261318
4118,5853469,259498
4119,5853469,259526
4120,5853469,261310
4121,5853469,264779
4122,5853469,264779
4123,5853469,264775
4124,5853469,55143
4125,5853470,1231
4126,5853470,1077
4127,5853470,30089
4128,5853470,30087
4129,5853470,30088
4130,5853470,30079
4131,5853470,30091
4132,5853470,30101
4133,5853470,30080
4134,5853470,47937
4135,5853470,30097
4136,5853470,55437
4137,5853470,30709
4138,5853470,31823
4139,5853470,58205
4140,5853471,280531
4141,5853471,280530
4142,5853471,252738
4143,5853471,46971
4144,5853471,46972
4145,5853471,74940
4146,5853471,252081
4147,5853473,47243
4148,5853473,33022
4149,5853473,33015
4150,5853474,31445
4151,5853474,31450
4152,5853474,27798
4153,5853474,27801
4154,5853474,27803
4155,5853474,106211
4156,5853474,114476
4157,5853474,114477
4158,5853474,106213
4159,5853474,283835
4160,5853476,30089
4161,5853476,30087
4162,5853476,30088
4163,5853477,53245
4164,5853477,266440
4165,5853477,30095
4166,5853477,30085
4167,5853477,32636
4168,5853477,31450
4169,5853478,306715
4170,5853478,286010
4171,5853478,52451
4172,5853478,41812
4173,5853478,74656
4174,5853478,31445
4175,5853478,31450
4176,5853478,1232
4177,5853478,114476
4178,5853478,305146
4179,5853478,36941
4180,5853478,51909
4181,5853478,266398
4182,5853484,45360
4183,5853484,30086
4184,5853484,30076
4185,5853484,2338
4186,5853484,2334
4187,5853484,57051
4188,5853484,265377
4189,5853487,30086
4190,5853487,30076
4191,5853487,266358
4192,5853487,47877
4193,5853487,282650
4194,5853487,97670
4195,5853487,37511
4196,5853487,252082
4197,5853487,117773
4198,5853487,75036
4199,5853487,111074
4200,5853487,75035
4201,5853487,247352
4202,5853487,74931
4203,5853487,282966
4204,5853492,58678
4205,5853492,30095
4206,5853492,30086
4207,5853492,30089
4208,5853492,30088
4209,5853492,282569
4210,5853492,256073
4211,5853492,259360
4212,5853494,47817
4213,5853494,47809
4214,5853494,273178
4215,5853494,273184
4216,5853494,100512
4217,5853494,100508
4218,5853494,290393
4219,5853498,286156
4220,5853498,307242
4221,5853498,30705
4222,5853501,250748
4223,5853501,250738
4224,5853501,40743
4225,5853509,266440
4226,5853509,30094
4227,5853509,30169
4228,5853509,38753
4229,5853509,201429
4230,5853513,53364
4231,5853513,152967
4232,5853513,37422
4233,5853513,31450
4234,5853513,116985
4235,5853518,87036
4236,5853518,52466
4237,5853518,34617
4238,5853518,305145
4239,5853518,305146
4240,5853518,252750
4241,5853524,46757
4242,5853524,266430
4243,5853527,30077
4244,5853527,290576
4245,5853527,290577
4246,5853527,290578
4247,5853527,290579
4248,5853531,304459
4249,5853531,251358
4250,5853531,40197
4251,5853531,30086
4252,5853531,47243
4253,5853531,30089
4254,5853533,287815
4255,5853533,286010
4256,5853533,306715
4257,5853533,255077
4258,5853533,266440
4259,5853533,258393
4260,5853533,304581
4261,5853533,287647
4262,5853533,287648
4263,5853541,30092
4264,5853541,30086
4265,5853541,273470
4266,5853541,31450
4267,5853541,58200
4268,5853541,285701
4269,5853541,49917
4270,5853541,39500
4271,5853551,31445
4272,5853551,31450
4273,5853551,37511
4274,5853551,37508
4275,5853551,36208
4276,5853551,11065
4277,5853551,308864
4278,5853554,262395
4279,5853554,47245
4280,5853554,55437
4281,5853554,74710
4282,5853554,268944
4283,5853554,268947
4284,5853554,268943
4285,5853554,268945
4286,5853554,268948
4287,5853554,268949
4288,5853554,54470
4289,5853554,261329
4290,5853554,290369
4291,5853554,290368
4292,5853554,36947
4293,5853554,36940
4294,5853554,34155
4295,5853554,34153
4296,5853554,103373
4297,5853554,27799
4298,5853554,283815
4299,5853555,30181
4300,5853555,47318
4301,5853555,30086
4302,5853555,30090
4303,5853555,30095
4304,5853558,47243
4305,5853558,277584
4306,5853558,288983
4307,5853558,47245
4308,5853558,31388
4309,5853558,31353
4310,5853558,243673
4311,5853558,52555
4312,5853558,265274
4313,5853558,275903
4314,5853558,306820
4315,5853560,275623
4316,5853560,275625
4317,5853560,275626
4318,5853560,275627
4319,5853561,259033
4320,5853561,35169
4321,5853563,268550
4322,5853563,46276
4323,5853563,46277
4324,5853563,36953
4325,5853563,36954
4326,5853563,48263
4327,5853563,43242
4328,5853563,52465
4329,5853563,286321
4330,5853563,31450
4331,5853563,120976
4332,5853563,120975
4333,5853563,120977
4334,5853563,258102
4335,5853563,270588
4336,5853567,49313
4337,5853567,50011
4338,5853567,275481
4339,5853567,43758
4340,5853567,110885
4341,5853567,31450
4342,5853571,41803
4343,5853571,34651
4344,5853571,94870
4345,5853571,41801
4346,5853571,41800
4347,5853571,41790
4348,5853571,47806
4349,5853571,47807
4350,5853571,47808
4351,5853571,41796
4352,5853571,37511
4353,5853574,31389
4354,5853574,252328
4355,5853574,47806
4356,5853574,50397
4357,5853576,285552
4358,5853576,266441
4359,5853582,55755
4360,5853582,31450
4361,5853582,270419
4362,5853582,56999
4363,5853582,127396
4364,5853582,180815
4365,5853582,270957
4366,5853582,270956
4367,5853582,256073
4368,5853582,188151
4369,5853582,36941
4370,5853593,289629
4371,5853593,53245
4372,5853593,262609
4373,5853594,256073
4374,5853594,257324
4375,5853594,257790
4376,5853594,48216
4377,5853594,30100
4378,5853594,2335
4379,5853594,28201
4380,5853594,74675
4381,5853594,160482
4382,5853594,304952
4383,5853594,304949
4384,5853594,304953
4385,5853594,51137
4386,5853594,28202
4387,5853594,306967
4388,5853594,37497
4389,5853594,30092
4390,5853594,30088
4391,5853594,87263
4392,5853594,30089
4393,5853596,52693
4394,5853596,34193
4395,5853596,30090
4396,5853596,46971
4397,5853598,47806
4398,5853598,160493
4399,5853598,31450
4400,5853598,31445
4401,5853598,34356
4402,5853598,1077
4403,5853598,50012
4404,5853598,49313
4405,5853598,33577
4406,5853598,111074
4407,5853598,51909
4408,5853598,30081
4409,5853598,181628
4410,5853598,160482
4411,5853605,273307
4412,5853605,276024
4413,5853605,53562
4414,5853605,250747
4415,5853605,53226
4416,5853613,275570
4417,5853613,253784
4418,5853613,307049
4419,5853613,307047
4420,5853613,307048
4421,5853613,252510
4422,5853615,266440
4423,5853615,259360
4424,5853615,256073
4425,5853616,30101
4426,5853616,30097
4427,5853616,28202
4428,5853616,45677
4429,5853616,2337
4430,5853617,266344
4431,5853617,30091
4432,5853617,47704
4433,5853617,30985
4434,5853617,305531
4435,5853622,273278
4436,5853622,268551
4437,5853622,268552
4438,5853622,270476
4439,5853622,270474
4440,5853622,252993
4441,5853622,266446
4442,5853626,34570
4443,5853626,266319
4444,5853626,52459
4445,5853626,55437
4446,5853626,30379
4447,5853626,30089
4448,5853626,30091
4449,5853627,262808
4450,5853627,50157
4451,5853630,290579
4452,5853630,290576
4453,5853630,290578
4454,5853630,290577
4455,5853634,181582
4456,5853634,37068
4457,5853634,37065
4458,5853634,34651
4459,5853642,32308
4460,5853642,40982
4461,5853649,259487
4462,5853649,261309
4463,5853651,295307
4464,5853651,268548
4465,5853651,268550
4466,5853651,56921
4467,5853651,46971
4468,5853651,47245
4469,5853651,37293
4470,5853651,83959
4471,5853651,46642
4472,5853651,46649
4473,5853651,46640
4474,5853651,74656
4475,5853651,252993
4476,5853651,34149
4477,5853651,34148
4478,5853651,51632
4479,5853651,253346
4480,5853652,53417
4481,5853652,53782
4482,5853652,117836
4483,5853652,38785
4484,5853657,37293
4485,5853657,37319
4486,5853657,48153
4487,5853657,258462
4488,5853657,253000
4489,5853657,49831
4490,5853657,37422
4491,5853657,34806
4492,5853657,97491
4493,5853658,306034
4494,5853658,58199
4495,5853658,47243
4496,5853659,79786
4497,5853659,30087
4498,5853659,258561
4499,5853659,81042
4500,5853661,46047
4501,5853661,50312
4502,5853662,47466
4503,5853662,36940
4504,5853662,253800
4505,5853662,253803
4506,5853662,280365
4507,5853663,308007
4508,5853663,53039
4509,5853663,304545
4510,5853663,305516
4511,5853663,165581
4512,5853663,261345
4513,5853664,31450
4514,5853664,31445
4515,5853664,31451
4516,5853664,253799
4517,5853664,253795
4518,5853664,41763
4519,5853664,203692
4520,5853664,37511
4521,5853664,282800
4522,5853664,253796
4523,5853664,33030
4524,5853664,37975
4525,5853664,278751
4526,5853664,34570
4527,5853664,34569
4528,5853664,306828
4529,5853664,256073
4530,5853664,259360
4531,5853664,43333
4532,5853664,30090
4533,5853664,30081
4534,5853664,30087
4535,5853664,28202
4536,5853664,28205
4537,5853664,28205
4538,5853664,28207
4539,5853664,252735
4540,5853664,47981
4541,5853666,52459
4542,5853666,51909
4543,5853666,47545
4544,5853666,40838
4545,5853671,34562
4546,5853671,34563
4547,5853671,51909
4548,5853671,213545
4549,5853671,278516
4550,5853671,43169
4551,5853672,43872
4552,5853672,207993
4553,5853672,282147
4554,5853674,47243
4555,5853674,298094
4556,5853674,34149
4557,5853674,34147
4558,5853678,307588
4559,5853678,309402
4560,5853678,268705
4561,5853678,61493
4562,5853678,253299
4563,5853678,308803
4564,5853678,114990
4565,5853678,37963
4566,5853678,37998
4567,5853678,37991
4568,5853678,258102
4569,5853678,307590
4570,5853678,265321
4571,5853678,40434
4572,5853678,37403
4573,5853678,259487
4574,5853678,49831
4575,5853678,37969
4576,5853679,41709
4577,5853679,41711
4578,5853679,41713
4579,5853679,41714
4580,5853679,43170
4581,5853679,41681
4582,5853679,41684
4583,5853679,41753
4584,5853679,41755
4585,5853679,48885
4586,5853679,48229
4587,5853681,94873
4588,5853681,94871
4589,5853681,47438
4590,5853682,34651
4591,5853682,54483
4592,5853694,111074
4593,5853694,117836
4594,5853694,31450
4595,5853694,34599
4596,5853694,31445
4597,5853695,270746
4598,5853695,40802
4599,5853695,40608
4600,5853696,96964
4601,5853696,96963
4602,5853696,308612
4603,5853696,50157
4604,5853696,46642
4605,5853696,46653
4606,5853696,41613
4607,5853696,32330
4608,5853696,285965
4609,5853696,54188
4610,5853698,40099
4611,5853698,53269
4612,5853698,51909
4613,5853699,94869
4614,5853699,54474
4615,5853699,54471
4616,5853699,54470
4617,5853699,54473
4618,5853699,278114
4619,5853699,46692
4620,5853699,34806
4621,5853699,34811
4622,5853699,30320
4623,5853699,57032
4624,5853699,31445
4625,5853699,31450
4626,5853699,153972
4627,5853699,110975
4628,5853699,110976
4629,5853699,2337
4630,5853699,2338
4631,5853699,30724
4632,5853703,259487
4633,5853703,56466
4634,5853703,38748
4635,5853703,48059
4636,5853703,31003
4637,5853703,50099
4638,5853703,49313
4639,5853703,50012
4640,5853703,37422
4641,5853703,34651
4642,5853706,47706
4643,5853706,47712
4644,5853706,47806
4645,5853706,48073
4646,5853706,252993
4647,5853706,222512
4648,5853710,298633
4649,5853710,74757
4650,5853713,35074
4651,5853713,158132
4652,5853713,47243
4653,5853724,41770
4654,5853724,41772
4655,5853724,41769
4656,5853724,41771
4657,5853724,276138
4658,5853738,261316
4659,5853738,261318
4660,5853738,261309
4661,5853741,30089
4662,5853741,52463
4663,5853741,52436
4664,5853741,52464
4665,5853755,285291
4666,5853755,252328
4667,5853755,252330
4668,5853755,286818
4669,5853755,49313
4670,5853755,50012
4671,5853755,55606
4672,5853755,270451
4673,5853755,259360
4674,5853755,36200
4675,5853755,74631
4676,5853755,40986
4677,5853763,31450
4678,5853763,31445
4679,5853763,34285
4680,5853766,83956
4681,5853766,1231
4682,5853774,251092
4683,5853774,247270
4684,5853774,280881
4685,5853774,32997
4686,5853777,37416
4687,5853777,266380
4688,5853777,53014
4689,5853777,74689
4690,5853777,47806
4691,5853777,47354
4692,5853777,53053
4693,5853777,53014
4694,5853777,48230
4695,5853777,48139
4696,5853777,37422
4697,5853777,229246
4698,5853777,34146
4699,5853777,34150
4700,5853777,53024
4701,5853777,229246
4702,5853777,60932
4703,5853777,37416
4704,5853777,37422
4705,5853777,110968
4706,5853777,74689
4707,5853777,31450
4708,5853777,31445
4709,5853777,262609
4710,5853777,262612
4711,5853777,37416
4712,5853777,37422
4713,5853777,90100
4714,5853777,101638
4715,5853777,101634
4716,5853777,60932
4717,5853777,60933
4718,5853777,37416
4719,5853777,2335
4720,5853777,37422
4721,5853777,34345
4722,5853777,53014
4723,5853777,31825
4724,5853777,266380
4725,5853777,262612
4726,5853777,39495
4727,5853777,33599
4728,5853777,262609
4729,5853777,60932
4730,5853777,38411
4731,5853777,38410
4732,5853781,80172
4733,5853781,80170
4734,5853781,229244
4735,5853791,266346
4736,5853791,266352
4737,5853797,287638
4738,5853797,258394
4739,5853797,287819
4740,5853797,287730
4741,5853798,280148
4742,5853798,280490
4743,5853799,287819
4744,5853799,261309
4745,5853799,306982
4746,5853799,256073
4747,5853802,60335
4748,5853802,60334
4749,5853802,60333
4750,5853802,48066
4751,5853802,62076
4752,5853802,49433
4753,5853802,50546
4754,5853813,55027
4755,5853813,55027
4756,5853817,159201
4757,5853817,277851
4758,5853819,2335
4759,5853819,42180
4760,5853819,46441
4761,5853819,74938
4762,5853819,30089
4763,5853819,30079
4764,5853819,30095
4765,5853819,30088
4766,5853819,30091
4767,5853819,42179
4768,5853829,258885
4769,5853830,30090
4770,5853830,30089
4771,5853830,30091
4772,5853830,30088
4773,5853832,2335
4774,5853832,90126
4775,5853835,37416
4776,5853836,97591
4777,5853836,34805
4778,5853836,167609
4779,5853838,30089
4780,5853838,41796
4781,5853838,282147
4782,5853838,28206
4783,5853838,304733
4784,5853838,47981
4785,5853838,127652
4786,5853841,201428
4787,5853841,33598
4788,5853843,55767
4789,5853843,41604
4790,5853843,51909
4791,5853843,46693
4792,5853843,55057
4793,5853845,275641
4794,5853845,27778
4795,5853854,266344
4796,5853854,110885
4797,5853854,97491
4798,5853854,27798
4799,5853854,27800
4800,5853854,27803
4801,5853854,117834
4802,5853854,43495
4803,5853854,43169
4804,5853854,79123
4805,5853854,266345
4806,5853854,79122
4807,5853854,79124
4808,5853854,79121
4809,5853854,79125
4810,5853854,49313
4811,5853854,51106
4812,5853854,41527
4813,5853854,37404
4814,5853854,51137
4815,5853854,266348
4816,5853854,266347
4817,5853854,282790
4818,5853854,2331
4819,5853854,266346
4820,5853854,266360
4821,5853854,30116
4822,5853854,266337
4823,5853854,266362
4824,5853854,110886
4825,5853860,253018
4826,5853860,46695
4827,5853863,33188
4828,5853863,33197
4829,5853863,290332
4830,5853873,36968
4831,5853873,167609
4832,5853873,278767
4833,5853873,278768
4834,5853873,58198
4835,5853873,266400
4836,5853873,58199
4837,5853873,47889
4838,5853878,277584
4839,5853881,48014
4840,5853881,37455
4841,5853881,30241
